Time,Latitude,Longitude,Altitude
18:34:33,49.878185,20.65124,307.9
18:34:35,49.878185,20.65124,307.9
18:34:37,49.878184,20.65124,307.9
18:34:40,49.878184,20.65124,307.9
18:34:42,49.878184,20.651241,307.8
18:34:45,49.878184,20.651241,307.8
18:34:47,49.878184,20.651241,307.8
18:34:50,49.878184,20.651241,307.8
18:34:52,49.878184,20.651241,307.8
18:34:55,49.878184,20.651254,307.8
18:34:57,49.878186,20.651272,307.8
18:35:00,49.87819,20.651287,307.7
18:35:03,49.878196,20.651299,307.7
18:35:05,49.878201,20.651307,307.5
18:35:08,49.878205,20.651313,307.2
18:35:10,49.87821,20.651321,307.0
18:35:13,49.878213,20.651327,306.8
18:35:15,49.878213,20.651328,306.8
18:35:18,49.878213,20.651329,306.7
18:35:21,49.878213,20.651331,306.7
18:35:23,49.878214,20.651339,306.6
18:35:26,49.878217,20.651347,306.5
18:35:29,49.878221,20.65135,306.4
18:35:31,49.878221,20.651353,306.3
18:35:34,49.878221,20.651354,306.3
18:35:36,49.878221,20.651354,306.3
18:35:39,49.878221,20.651355,306.3
18:35:41,49.878221,20.651355,306.3
18:35:44,49.878221,20.651356,306.2
18:35:46,49.87822,20.651356,306.2
18:35:49,49.87822,20.651356,306.2
18:35:52,49.87822,20.651356,306.2
18:35:54,49.87822,20.651356,306.2
18:35:57,49.878219,20.651356,306.1
18:35:59,49.878219,20.651356,306.1
18:36:02,49.878219,20.651356,306.1
18:36:04,49.878218,20.651356,306.1
18:36:07,49.878218,20.651356,306.1
18:36:09,49.878218,20.651356,306.1
18:36:12,49.878217,20.651357,306.1
18:36:14,49.878217,20.651357,306.0
18:36:17,49.878217,20.651357,306.0
18:36:19,49.878217,20.651357,306.0
18:36:22,49.878216,20.651358,306.0
18:36:25,49.878221,20.651362,305.8
18:36:27,49.878227,20.651367,305.7
18:36:30,49.878233,20.65137,305.6
18:36:33,49.878239,20.651374,305.5
18:36:35,49.878244,20.651377,305.3
18:36:38,49.878248,20.651382,305.2
18:36:41,49.878253,20.651386,305.1
18:36:44,49.878258,20.651391,305.0
18:36:46,49.878265,20.651399,304.9
18:36:49,49.878272,20.651405,304.7
18:36:51,49.878278,20.651412,304.6
18:36:54,49.878283,20.651419,304.5
18:36:57,49.878287,20.651425,304.4
18:36:59,49.878292,20.651428,304.2
18:37:02,49.878298,20.651432,304.1
18:37:05,49.878305,20.651436,304.0
18:37:08,49.878312,20.65144,303.8
