Time,Latitude,Longitude,Altitude
16:07:11,50.059863,19.980534,93.5
16:07:11,50.059858,19.980487,95.2
16:07:12,50.059852,19.980442,96.8
16:07:13,50.059846,19.980397,98.4
16:07:14,50.059838,19.980355,99.9
16:07:14,50.059828,19.980323,101.5
16:07:15,50.059821,19.980287,103.0
16:07:16,50.059814,19.980251,104.5
16:07:17,50.059807,19.980214,105.9
16:07:18,50.0598,19.980178,107.3
16:07:19,50.059792,19.980143,108.7
16:07:20,50.059786,19.980114,109.8
16:07:21,50.059781,19.980083,110.9
16:07:22,50.059775,19.980052,112.1
16:07:23,50.05977,19.980024,113.2
16:07:24,50.059758,19.979946,116.4
16:07:25,50.059745,19.979868,119.7
16:07:26,50.059738,19.979823,121.6
16:07:27,50.059725,19.979745,124.9
16:07:28,50.059716,19.979688,127.3
16:07:29,50.059702,19.979596,131.1
16:07:30,50.059692,19.979539,133.6
16:07:31,50.059683,19.979481,136.0
16:07:32,50.059668,19.979388,139.9
16:07:33,50.059659,19.97933,142.3
16:07:34,50.05965,19.979271,144.8
16:07:35,50.05964,19.979213,147.3
16:07:36,50.059631,19.979154,149.7
16:07:37,50.059622,19.979096,152.2
16:07:38,50.059613,19.97904,154.5
16:07:39,50.059604,19.978984,156.9
16:07:40,50.059595,19.978928,159.2
16:07:41,50.059585,19.978866,161.8
16:07:42,50.059576,19.978805,164.4
16:07:43,50.059566,19.978744,166.9
16:07:44,50.059556,19.978684,169.5
16:07:45,50.059547,19.978627,171.9
16:07:46,50.059538,19.97857,174.2
16:07:47,50.05953,19.978519,176.4
16:07:48,50.059522,19.978466,178.6
16:07:49,50.059513,19.978413,180.9
16:07:50,50.059506,19.978364,183.0
16:07:51,50.059498,19.978318,184.9
16:07:52,50.059492,19.978275,186.7
16:07:53,50.059486,19.97824,188.2
16:07:54,50.059481,19.97821,189.5
16:07:55,50.059477,19.978186,190.5
16:07:56,50.059475,19.978168,191.3
16:07:57,50.059472,19.978153,192.0
16:07:58,50.059471,19.978143,192.4
16:07:59,50.05947,19.978137,192.6
16:08:00,50.05947,19.978132,192.9
16:08:01,50.05947,19.97813,193.0
16:08:02,50.05947,19.978127,193.0
16:08:03,50.05947,19.978123,193.2
16:08:04,50.05947,19.978125,193.1
16:08:05,50.059471,19.978126,193.1
16:08:06,50.059471,19.978126,193.1
16:08:07,50.059471,19.978126,193.1
16:08:08,50.05947,19.978117,193.5
16:08:09,50.059469,19.978106,193.9
16:08:12,50.059465,19.978077,195.1
16:08:13,50.059464,19.97807,195.4
