Time,Latitude,Longitude,Altitude
12:05:31,49.526935,20.39081,316.5
12:05:32,49.526935,20.390809,316.5
12:05:32,49.526936,20.390802,316.8
12:05:32,49.526936,20.390792,317.3
12:05:33,49.526937,20.390788,318.2
12:05:33,49.526936,20.390788,318.2
12:05:33,49.526936,20.390788,318.1
12:05:34,49.526935,20.390789,318.1
12:05:34,49.526935,20.39079,318.1
12:05:34,49.526935,20.390791,318.1
12:05:35,49.526933,20.390788,317.5
12:05:35,49.526933,20.390789,317.6
12:05:35,49.526933,20.39079,317.6
12:05:36,49.526933,20.390791,317.6
12:05:36,49.52693,20.390789,315.3
12:05:36,49.52693,20.39079,315.3
12:05:37,49.526928,20.39079,314.0
12:05:37,49.526927,20.39079,313.9
12:05:37,49.526927,20.390791,314.0
12:05:38,49.526927,20.390791,314.0
12:05:38,49.526925,20.390796,314.6
12:05:38,49.526924,20.390795,315.1
12:05:38,49.526923,20.390796,315.1
12:05:39,49.526922,20.390797,315.1
12:05:39,49.526922,20.390797,315.1
12:05:39,49.526922,20.390798,315.1
12:05:40,49.526922,20.390798,315.1
12:05:40,49.526921,20.390799,315.1
12:05:41,49.526921,20.390798,315.1
12:05:41,49.526922,20.390798,315.1
12:05:41,49.526922,20.390798,315.1
12:05:42,49.526922,20.390798,315.1
12:05:42,49.526922,20.390798,315.1
12:05:42,49.526922,20.390798,315.1
12:05:43,49.526922,20.390798,315.1
12:05:43,49.526922,20.390799,315.1
12:05:43,49.526921,20.390799,315.2
12:05:44,49.526921,20.390799,315.2
12:05:44,49.526921,20.390799,315.2
12:05:44,49.526921,20.3908,315.3
12:05:45,49.526921,20.3908,315.3
12:05:45,49.526921,20.390801,315.3
12:05:45,49.526921,20.390801,315.4
12:05:45,49.526921,20.390802,315.4
12:05:46,49.526921,20.390802,315.5
12:05:46,49.526921,20.390802,315.5
12:05:46,49.526921,20.390803,315.6
12:05:47,49.526921,20.390803,315.7
12:05:47,49.526921,20.390803,315.7
12:05:48,49.526921,20.390803,315.8
12:05:49,49.526921,20.390803,315.9
