Time,Latitude,Longitude,Altitude
10:53:01,49.906592,20.607729,244.8
10:53:03,49.906642,20.607862,245.0
10:53:05,49.90669,20.607992,245.1
10:53:07,49.906737,20.608117,245.0
10:53:09,49.906783,20.608241,244.9
10:53:11,49.906827,20.608356,244.8
10:53:13,49.906863,20.608456,244.9
10:53:15,49.906892,20.608536,244.8
10:53:16,49.906914,20.608598,244.7
10:53:17,49.906926,20.608637,244.7
10:53:19,49.906932,20.608655,244.6
10:53:22,49.906938,20.60867,244.7
10:53:23,49.906943,20.6087,244.7
10:53:25,49.90694,20.608742,244.7
10:53:27,49.906925,20.608792,244.8
10:53:29,49.9069,20.608845,244.9
10:53:30,49.90687,20.608896,245.0
10:53:32,49.906836,20.608951,245.1
10:53:34,49.906795,20.609018,245.1
10:53:36,49.906751,20.609097,245.2
10:53:38,49.906714,20.609194,245.3
10:53:39,49.906687,20.609309,245.4
10:53:41,49.90667,20.609436,245.5
10:53:43,49.906661,20.609571,245.7
10:53:45,49.906657,20.609709,246.0
10:53:47,49.906654,20.609841,246.3
10:53:48,49.906651,20.609973,246.7
10:53:50,49.906642,20.6101,247.1
10:53:52,49.906619,20.610213,247.5
10:53:54,49.906577,20.61031,247.6
10:53:56,49.906515,20.610394,247.7
10:53:57,49.906441,20.61047,247.6
10:53:59,49.90636,20.610549,247.3
10:54:01,49.906277,20.610633,247.1
10:54:03,49.90619,20.610721,247.1
10:54:05,49.906102,20.610812,247.0
10:54:07,49.906012,20.610905,247.0
10:54:08,49.90592,20.610998,247.1
10:54:10,49.905826,20.611085,247.2
10:54:12,49.905729,20.611155,247.6
10:54:14,49.90562,20.611207,247.8
10:54:16,49.905507,20.61125,247.9
10:54:17,49.905404,20.611308,248.0
10:54:19,49.905312,20.61139,248.1
10:54:21,49.905234,20.61149,248.3
10:54:23,49.905164,20.611598,247.9
10:54:25,49.905091,20.611698,247.9
10:54:27,49.905009,20.611781,247.8
10:54:29,49.904909,20.611841,247.5
10:54:31,49.904799,20.611883,247.0
10:54:34,49.904686,20.611923,246.7
10:54:35,49.90457,20.611965,246.5
10:54:37,49.904453,20.612013,246.6
10:54:39,49.904334,20.612061,246.7
10:54:41,49.904215,20.612109,246.9
10:54:42,49.904097,20.612163,247.1
10:54:44,49.903979,20.612223,247.4
10:54:46,49.903864,20.612286,247.7
10:54:48,49.903745,20.612341,248.0
