Time,Latitude,Longitude,Altitude
17:57:57,49.544174,20.36526,247.9
17:57:58,49.544156,20.365291,248.1
17:57:58,49.544134,20.365324,248.1
17:57:58,49.544108,20.365367,248.0
17:57:59,49.544081,20.365423,248.0
17:57:59,49.544056,20.365491,247.8
17:57:59,49.544035,20.365567,247.8
17:57:59,49.544019,20.365654,248.0
17:58:00,49.54401,20.365749,248.1
17:58:00,49.544007,20.365849,248.5
17:58:00,49.544006,20.365945,248.8
17:58:01,49.544001,20.366037,249.2
17:58:02,49.543984,20.36612,249.9
17:58:03,49.543953,20.366194,250.5
17:58:04,49.543906,20.366254,250.6
17:58:05,49.543852,20.366311,250.7
17:58:06,49.543793,20.366368,250.7
17:58:07,49.543735,20.366429,250.7
17:58:08,49.543674,20.366492,250.9
17:58:09,49.543613,20.366559,251.1
17:58:10,49.543548,20.366625,251.4
17:58:11,49.543477,20.36668,251.7
17:58:12,49.543402,20.366718,252.0
17:58:13,49.54333,20.366748,252.4
17:58:14,49.543265,20.366785,252.8
17:58:15,49.543208,20.366839,253.5
17:58:16,49.54316,20.366907,253.9
17:58:17,49.543115,20.366976,254.0
17:58:18,49.543069,20.367039,253.9
17:58:19,49.543015,20.367083,253.4
17:58:20,49.542954,20.367114,252.8
17:58:21,49.542887,20.367139,252.3
17:58:22,49.542816,20.367165,252.2
17:58:23,49.542743,20.36719,252.0
17:58:24,49.542668,20.367216,251.8
17:58:25,49.542591,20.367243,251.7
17:58:26,49.542514,20.367273,251.7
17:58:27,49.542438,20.367309,252.0
17:58:28,49.542361,20.36735,252.2
17:58:29,49.542284,20.36739,252.6
17:58:30,49.542203,20.367421,253.2
17:58:31,49.542121,20.367446,253.6
17:58:32,49.542039,20.36747,253.9
17:58:33,49.541959,20.367494,254.0
17:58:34,49.541879,20.367518,254.3
17:58:35,49.541799,20.367543,254.1
17:58:36,49.541719,20.367573,254.0
17:58:37,49.54164,20.367612,253.9
17:58:38,49.541561,20.367661,253.7
17:58:39,49.541485,20.367722,253.7
17:58:40,49.541414,20.367798,254.1
17:58:41,49.54135,20.367887,254.3
17:58:42,49.541294,20.367986,254.5
17:58:43,49.541246,20.368094,254.3
17:58:44,49.541204,20.368211,253.8
17:58:45,49.541167,20.368336,253.5
17:58:46,49.541134,20.368464,253.1
17:58:47,49.541101,20.368595,252.8
17:58:48,49.541071,20.368728,252.6
17:58:49,49.541047,20.368864,252.4
17:58:50,49.541031,20.369002,252.4
17:58:51,49.541016,20.369142,252.3
17:58:52,49.541001,20.369282,252.0
17:58:53,49.540987,20.369422,251.9
17:58:54,49.540972,20.369561,251.9
17:58:55,49.540956,20.369696,252.0
17:58:56,49.540937,20.369824,252.1
17:58:57,49.54091,20.369939,252.1
17:58:58,49.540874,20.370044,252.1
17:58:59,49.540831,20.370138,252.0
17:59:00,49.540787,20.370226,251.9
17:59:01,49.540743,20.370312,251.8
17:59:02,49.540697,20.370395,251.5
17:59:03,49.540647,20.370474,251.3
17:59:04,49.540598,20.370553,251.3
17:59:05,49.540555,20.370639,251.2
17:59:06,49.540521,20.370736,251.2
17:59:07,49.540497,20.370843,251.2
17:59:08,49.540478,20.370955,251.2
17:59:09,49.54046,20.371073,251.4
17:59:10,49.540442,20.371193,251.7
17:59:11,49.540423,20.371313,251.9
17:59:12,49.540399,20.37143,252.1
17:59:13,49.540367,20.371542,252.4
17:59:14,49.540326,20.371646,252.7
17:59:15,49.540276,20.371742,253.0
17:59:16,49.540221,20.371833,253.4
17:59:17,49.540163,20.371924,253.7
17:59:18,49.540106,20.372018,253.9
17:59:19,49.540049,20.372114,254.4
17:59:20,49.539993,20.37221,254.8
17:59:21,49.539938,20.372304,255.1
17:59:22,49.539886,20.372401,255.4
17:59:23,49.539838,20.372502,255.5
17:59:24,49.539791,20.37261,255.4
17:59:25,49.539746,20.372722,255.5
17:59:26,49.539704,20.372838,255.7
17:59:27,49.539664,20.372954,255.9
17:59:28,49.539625,20.373071,256.0
17:59:29,49.539588,20.37319,256.2
17:59:30,49.539553,20.373313,256.2
17:59:31,49.539518,20.373441,256.3
17:59:32,49.539482,20.37357,256.4
17:59:33,49.539449,20.373703,256.3
17:59:34,49.539416,20.373837,256.3
17:59:35,49.539383,20.373972,256.3
17:59:36,49.539349,20.374107,256.3
17:59:37,49.539317,20.374241,256.3
17:59:38,49.539288,20.374377,256.3
17:59:39,49.539266,20.374515,256.4
17:59:40,49.539252,20.374655,256.5
17:59:41,49.539242,20.374794,256.4
17:59:42,49.539231,20.374932,256.5
17:59:43,49.539217,20.37507,256.7
17:59:44,49.5392,20.375207,256.8
17:59:45,49.539177,20.375343,256.9
17:59:46,49.539148,20.375478,257.1
17:59:47,49.539115,20.375611,257.4
17:59:48,49.53908,20.375742,257.5
17:59:49,49.539043,20.37587,257.5
17:59:50,49.539003,20.375994,257.6
17:59:51,49.538957,20.376111,257.8
17:59:52,49.538901,20.37622,257.9
17:59:53,49.53884,20.376326,258.0
17:59:54,49.538778,20.376431,258.0
17:59:55,49.538717,20.376538,257.9
17:59:56,49.538654,20.376641,258.2
17:59:57,49.538589,20.376737,258.5
17:59:58,49.538522,20.376827,258.8
17:59:59,49.538458,20.376913,258.9
18:00:00,49.538396,20.376997,259.0
18:00:01,49.53834,20.377083,259.1
18:00:02,49.538292,20.377177,259.2
18:00:03,49.538248,20.377278,258.9
18:00:04,49.538206,20.377388,258.7
18:00:05,49.538162,20.377501,259.1
18:00:06,49.538116,20.377617,259.2
18:00:07,49.538072,20.377732,259.3
18:00:08,49.538031,20.377841,259.3
18:00:09,49.537994,20.377938,259.1
18:00:10,49.537963,20.378024,259.2
18:00:11,49.537934,20.378102,259.4
18:00:12,49.537901,20.37817,259.5
18:00:13,49.537862,20.378231,259.4
18:00:14,49.537823,20.378295,259.2
18:00:15,49.537783,20.378366,259.1
18:00:16,49.537741,20.378445,259.3
18:00:17,49.537697,20.378525,259.3
18:00:18,49.537658,20.378592,259.4
18:00:19,49.537629,20.378641,259.5
18:00:20,49.537607,20.378677,259.6
18:00:21,49.537586,20.378711,259.6
18:00:22,49.537568,20.378744,259.7
18:00:23,49.53755,20.37878,259.6
18:00:24,49.537524,20.378816,259.7
18:00:25,49.53749,20.37885,259.9
18:00:26,49.537449,20.378881,260.2
18:00:27,49.537404,20.378905,260.4
18:00:28,49.537357,20.378921,260.5
18:00:29,49.537311,20.378936,260.3
18:00:30,49.537258,20.37895,260.0
18:00:31,49.537199,20.378966,259.8
18:00:32,49.537137,20.378986,259.8
18:00:33,49.537072,20.379008,259.8
18:00:34,49.537002,20.379034,260.0
18:00:35,49.536928,20.379061,260.1
18:00:36,49.536849,20.379092,260.7
18:00:37,49.536769,20.379122,261.1
18:00:38,49.536688,20.379153,261.5
18:00:39,49.536607,20.379189,262.5
18:00:40,49.536529,20.379232,263.8
18:00:41,49.536455,20.379284,265.3
18:00:42,49.536388,20.379343,266.9
18:00:43,49.536325,20.379409,268.5
18:00:44,49.536266,20.379479,270.1
18:00:45,49.536212,20.379551,271.6
18:00:46,49.536161,20.379619,273.0
18:00:47,49.536108,20.379676,274.3
18:00:48,49.536048,20.379716,275.6
18:00:49,49.535985,20.379742,276.7
18:00:50,49.535919,20.379754,277.8
18:00:51,49.535852,20.379763,278.8
18:00:52,49.535783,20.379773,279.7
18:00:53,49.535713,20.379788,280.6
18:00:54,49.535643,20.379806,281.5
18:00:55,49.535571,20.379827,282.2
18:00:56,49.535498,20.379851,283.0
18:00:57,49.535425,20.37988,283.9
18:00:58,49.535353,20.379918,284.9
18:00:59,49.535285,20.379965,285.8
18:01:00,49.53522,20.380022,286.7
18:01:01,49.535159,20.380091,287.7
18:01:02,49.535105,20.380169,288.8
18:01:03,49.535054,20.380252,290.0
18:01:04,49.535006,20.380336,291.2
18:01:05,49.534961,20.380419,292.7
18:01:06,49.534918,20.380503,294.1
18:01:07,49.534875,20.380587,295.7
18:01:08,49.534833,20.380674,297.2
18:01:09,49.534791,20.380763,298.7
18:01:10,49.534751,20.380854,300.0
18:01:11,49.53471,20.380944,301.0
18:01:12,49.534663,20.381028,301.9
18:01:13,49.53461,20.381103,303.4
18:01:14,49.534554,20.381171,304.7
18:01:15,49.534495,20.381236,306.0
18:01:16,49.534436,20.381298,307.2
18:01:17,49.534375,20.381354,308.0
18:01:18,49.534312,20.381406,308.7
18:01:19,49.534247,20.381458,309.5
18:01:20,49.534183,20.381515,310.3
18:01:21,49.534121,20.381577,311.1
18:01:22,49.534061,20.381647,311.9
18:01:23,49.534002,20.38172,312.3
18:01:24,49.533943,20.381799,312.6
18:01:25,49.533888,20.381886,313.2
18:01:26,49.533836,20.38198,313.7
18:01:27,49.533787,20.382078,314.2
18:01:28,49.53374,20.382179,314.7
18:01:29,49.533693,20.38228,315.3
18:01:30,49.533647,20.382382,315.8
18:01:31,49.5336,20.382484,316.4
18:01:32,49.533553,20.382586,317.0
18:01:33,49.533507,20.382687,317.4
18:01:34,49.533459,20.38279,317.9
18:01:35,49.533412,20.382894,318.3
18:01:36,49.533366,20.382997,318.7
18:01:37,49.533319,20.383102,319.2
18:01:38,49.533273,20.383205,319.8
18:01:39,49.533231,20.383308,320.2
18:01:40,49.533192,20.383414,320.0
18:01:41,49.533155,20.383522,319.7
18:01:42,49.533118,20.38363,319.6
18:01:43,49.533079,20.383735,319.6
18:01:44,49.533038,20.383838,319.2
18:01:45,49.532996,20.383939,318.6
18:01:46,49.532955,20.38404,317.9
18:01:47,49.532916,20.38414,316.7
18:01:48,49.532879,20.384238,315.8
18:01:49,49.532842,20.384332,315.0
18:01:50,49.532807,20.38442,314.5
18:01:51,49.532773,20.384505,314.4
18:01:52,49.532743,20.384581,314.0
18:01:53,49.532718,20.384645,313.3
18:01:54,49.532698,20.384699,312.8
18:01:55,49.532685,20.384737,312.6
18:01:56,49.532673,20.384771,312.6
18:01:57,49.532657,20.384802,312.4
18:01:58,49.532632,20.384824,312.2
18:01:59,49.532597,20.38484,312.0
18:02:00,49.532553,20.384859,311.9
18:02:01,49.532502,20.384879,311.7
18:02:02,49.532448,20.384901,311.4
18:02:03,49.532388,20.384927,311.2
18:02:04,49.532322,20.384955,311.0
18:02:05,49.532251,20.384988,310.7
18:02:06,49.532177,20.385025,310.5
18:02:07,49.532102,20.385067,310.1
18:02:08,49.532027,20.385112,310.1
18:02:09,49.53195,20.38516,310.0
18:02:10,49.531869,20.385209,309.9
18:02:11,49.531785,20.38526,309.8
18:02:12,49.5317,20.385312,309.8
18:02:13,49.531614,20.385365,309.8
18:02:14,49.531529,20.385418,309.7
18:02:15,49.531442,20.385472,309.8
18:02:16,49.531356,20.385527,309.8
18:02:17,49.531269,20.385582,309.7
18:02:18,49.531182,20.385637,309.6
18:02:19,49.531097,20.38569,309.7
18:02:20,49.531013,20.385741,310.0
18:02:21,49.530929,20.38579,310.4
18:02:22,49.530845,20.385835,310.7
18:02:23,49.530761,20.385871,311.0
18:02:24,49.530675,20.385898,311.4
18:02:25,49.530587,20.385918,311.7
18:02:26,49.530499,20.385934,311.8
18:02:27,49.530409,20.385951,311.7
18:02:28,49.530319,20.385967,311.7
18:02:29,49.530231,20.385981,311.8
