Time,Latitude,Longitude,Altitude
10:21:26,49.956927,20.603518,249.3
10:21:28,49.956884,20.603517,249.5
10:21:30,49.956835,20.603525,250.3
10:21:33,49.956783,20.603544,251.0
10:21:35,49.956732,20.603569,252.0
10:21:37,49.956681,20.603598,252.9
10:21:39,49.956626,20.603633,253.6
10:21:41,49.95657,20.603671,254.3
10:21:44,49.956511,20.603713,254.8
10:21:45,49.95645,20.603755,255.5
10:21:48,49.956388,20.603797,256.3
10:21:50,49.956325,20.603842,256.9
10:21:53,49.956261,20.603889,257.7
10:21:55,49.956187,20.603942,258.6
10:21:57,49.956108,20.604001,260.1
10:21:59,49.956032,20.604066,261.3
10:22:01,49.955959,20.604151,263.0
10:22:03,49.955888,20.604251,264.2
10:22:05,49.955824,20.604357,266.2
10:22:07,49.955763,20.604469,268.1
10:22:09,49.955702,20.604587,270.0
10:22:12,49.955645,20.604711,271.8
10:22:14,49.955596,20.604844,273.6
10:22:16,49.955552,20.604987,275.5
10:22:18,49.955509,20.605137,277.3
10:22:20,49.95547,20.605291,279.2
10:22:22,49.955439,20.605453,280.7
10:22:25,49.955416,20.605618,282.5
10:22:27,49.955391,20.605787,284.1
10:22:29,49.955365,20.605959,285.6
10:22:31,49.955332,20.606134,286.9
10:22:33,49.955293,20.606309,288.2
10:22:36,49.955248,20.60648,289.6
10:22:38,49.955199,20.606654,291.0
10:22:40,49.955147,20.606821,292.5
10:22:42,49.955091,20.606975,294.5
10:22:44,49.955013,20.60711,296.1
10:22:46,49.954917,20.607223,297.6
10:22:48,49.954807,20.607318,298.8
10:22:50,49.954687,20.607386,300.0
10:22:52,49.954562,20.607425,301.3
10:22:54,49.954434,20.607423,302.8
10:22:56,49.954305,20.607389,304.8
10:22:59,49.954186,20.607305,304.0
10:23:01,49.954063,20.607219,305.4
10:23:03,49.953947,20.607116,306.8
10:23:05,49.953837,20.607009,307.9
10:23:07,49.953727,20.606905,308.7
10:23:09,49.953612,20.606803,309.6
10:23:11,49.953493,20.606699,310.5
10:23:13,49.95337,20.606594,311.2
10:23:15,49.953245,20.606489,312.0
10:23:17,49.95312,20.606382,312.8
10:23:20,49.952996,20.606273,313.6
10:23:22,49.952877,20.606157,314.2
10:23:24,49.95277,20.606025,314.7
10:23:26,49.952675,20.60587,315.0
10:23:28,49.952591,20.6057,315.3
10:23:31,49.95251,20.605523,316.1
10:23:33,49.952437,20.605338,317.1
10:23:35,49.952367,20.605151,318.6
10:23:37,49.952297,20.604964,320.0
10:23:40,49.952226,20.604778,321.4
10:23:42,49.952156,20.604591,322.8
10:23:44,49.952092,20.604409,324.1
10:23:46,49.952028,20.604229,325.5
10:23:47,49.951964,20.604051,326.8
10:23:50,49.9519,20.603874,328.1
10:23:52,49.951838,20.603699,329.5
10:23:54,49.95178,20.603522,330.7
10:23:56,49.951729,20.603342,331.6
10:23:58,49.951683,20.603158,332.5
10:24:00,49.951636,20.602973,333.3
10:24:02,49.951588,20.602785,333.9
10:24:04,49.951539,20.602592,334.1
10:24:06,49.951489,20.602396,334.3
10:24:08,49.951439,20.602201,334.5
10:24:10,49.951387,20.602014,334.8
10:24:12,49.951332,20.601846,335.2
10:24:14,49.951268,20.60171,335.7
10:24:17,49.951188,20.601611,336.1
10:24:19,49.951096,20.601547,336.3
10:24:21,49.951,20.601497,336.6
10:24:23,49.950903,20.601443,337.1
10:24:25,49.950803,20.601388,337.8
10:24:27,49.950703,20.601336,338.5
10:24:30,49.950602,20.601282,339.5
10:24:32,49.950502,20.601227,340.1
10:24:34,49.9504,20.60117,340.7
10:24:36,49.950298,20.601111,341.1
10:24:38,49.950194,20.601052,341.3
10:24:40,49.95009,20.600993,341.7
10:24:43,49.949986,20.600935,342.1
10:24:45,49.949884,20.600886,342.6
10:24:47,49.949788,20.60085,343.0
10:24:48,49.949707,20.600827,343.3
10:24:51,49.949646,20.60081,343.4
10:24:53,49.949603,20.600781,343.3
10:24:55,49.949575,20.600729,342.8
10:24:57,49.949554,20.600657,342.1
10:24:59,49.949537,20.600574,341.5
