Time,Latitude,Longitude,Altitude
23:10:18,49.526847,20.390718,312.9
23:10:18,49.526847,20.390718,312.9
23:10:19,49.526847,20.390718,312.9
23:10:19,49.526847,20.390718,312.9
23:10:19,49.526847,20.390717,312.9
23:10:20,49.526847,20.390717,312.9
23:10:20,49.526847,20.390717,312.9
23:10:20,49.526847,20.390717,312.9
23:10:21,49.526847,20.390717,312.9
23:10:21,49.526847,20.390717,312.9
23:10:21,49.526847,20.390717,312.9
23:10:22,49.526847,20.390717,312.9
23:10:23,49.526847,20.390716,312.9
23:10:24,49.526847,20.390716,312.9
23:10:25,49.526847,20.390716,312.9
23:10:26,49.526847,20.390716,312.9
23:10:27,49.526847,20.390716,312.9
23:10:28,49.526847,20.390716,313.0
23:10:29,49.526847,20.390716,313.0
23:10:30,49.526847,20.390716,313.0
23:10:31,49.526847,20.390716,313.0
23:10:32,49.526847,20.390716,313.0
23:10:33,49.526847,20.390716,313.0
23:10:34,49.526847,20.390716,313.0
23:10:35,49.526847,20.390716,313.0
23:10:36,49.526847,20.390716,313.0
23:10:37,49.526847,20.390716,313.0
23:10:38,49.526847,20.390715,313.0
23:10:39,49.526847,20.390715,313.0
23:10:40,49.526847,20.390715,313.0
23:10:41,49.526847,20.390715,313.0
23:10:42,49.526847,20.390715,313.0
23:10:43,49.526847,20.390715,313.0
23:10:44,49.526847,20.390715,313.0
23:10:45,49.526847,20.390715,313.0
23:10:46,49.526846,20.390715,313.0
23:10:47,49.526846,20.390715,313.0
23:10:48,49.526846,20.390715,313.0
23:10:49,49.526846,20.390715,313.0
23:10:50,49.526846,20.390715,313.0
23:10:51,49.526846,20.390714,313.0
23:10:52,49.526846,20.390714,313.0
23:10:53,49.526846,20.390714,313.0
23:10:54,49.526846,20.390714,313.0
23:10:55,49.526846,20.390714,313.0
23:10:56,49.526846,20.390714,313.0
23:10:57,49.526846,20.390714,313.0
23:10:58,49.526846,20.390714,313.0
23:10:59,49.526846,20.390714,313.0
23:11:00,49.526846,20.390713,313.0
23:11:01,49.526846,20.390713,313.0
23:11:02,49.526846,20.390713,313.0
23:11:03,49.526846,20.390713,313.0
23:11:04,49.526846,20.390713,313.0
23:11:05,49.526846,20.390713,313.0
23:11:06,49.526846,20.390713,313.0
23:11:07,49.526846,20.390713,313.0
23:11:08,49.526846,20.390712,313.0
23:11:09,49.526846,20.390712,313.0
23:11:10,49.526846,20.390712,313.0
23:11:11,49.526846,20.390712,313.0
23:11:12,49.526846,20.390712,313.0
23:11:13,49.526846,20.390712,313.0
23:11:14,49.526846,20.390712,313.0
23:11:15,49.526846,20.390712,313.0
23:11:16,49.526846,20.390712,313.0
23:11:17,49.526846,20.390712,313.0
23:11:18,49.526846,20.390712,313.0
23:11:19,49.526846,20.390712,313.0
23:11:20,49.526846,20.390712,313.0
23:11:21,49.526846,20.390712,313.0
23:11:22,49.526846,20.390712,313.0
23:11:23,49.526846,20.390712,313.0
23:11:24,49.526846,20.390712,313.0
23:11:25,49.526846,20.390712,313.0
23:11:26,49.526846,20.390712,313.0
23:11:27,49.526846,20.390712,313.0
23:11:28,49.526846,20.390712,313.0
23:11:29,49.526846,20.390712,313.0
23:11:30,49.526846,20.390712,313.0
23:11:31,49.526846,20.390712,313.0
23:11:32,49.526846,20.390712,313.0
23:11:33,49.526846,20.390712,313.0
23:11:34,49.526846,20.390712,313.0
23:11:35,49.526846,20.390712,313.0
23:11:36,49.526846,20.390712,313.0
23:11:37,49.526846,20.390712,313.0
23:11:38,49.526846,20.390712,313.0
23:11:39,49.526846,20.390712,313.0
23:11:40,49.526846,20.390712,313.0
23:11:41,49.526846,20.390712,313.0
23:11:42,49.526846,20.390712,313.0
23:11:43,49.526846,20.390712,313.0
23:11:44,49.526846,20.390712,313.0
23:11:45,49.526846,20.390712,313.0
23:11:46,49.526846,20.390712,313.0
